"name","genre_id"
"ジブリフター",293
"ジョーロック",238
"スイングナー",247
"スコアセーフ",314
"スコアペット",311
"スコヤゲージ",311
"スコヤセーフ",311
"スコヤマスタ",205
"スチールコア",237
"スネークマン",179
"スリムライン",225
"スロットミル",227
"スーパドリル",234
"スーパーミル",15
"セイバーソー",395
"セットプレス",44
"セットリング",308
"セパレーター",127
"セラブロック",303
"セラムヒート",367
"セルフィーダ",95
"センタドリル",95
"センタリング",123
"センターレス",77
"セーパーソー",261
"タッチパネル",261
"タップダイス",399
"タップホルダ",222
"ダイマチック",49
"ダクトロール",151
"チェンジギア",257
"チェーンソー",257
"チルローラー",297
"ツインカット",223
"ツールメイト",226
"ツールラック",1
"ツールロック",226
"ツールワゴン",227
"テクノラップ",85
"テストポンプ",380
"テーパゲージ",209
"ディスプレー",43
"デジマイクロ",209
"デスクルーペ",314
"デッドツール",250
"デプスゲージ",313
"デプスノギス",301
"データバンク",254
"トランシット",209
"トルクゲージ",209
"トルクテスタ",209
"トルクメータ",209
"トルクレンチ",209
"ドライポンプ",261
"ドライヤーー",217
"ドリセッター",95
"ドリルセット",234
"ドリルタッパ",228
"ドリルホルダ",228
"ドリルマシン",14
"ドリルミラー",62
"ドリルメイト",92
"ドレンポンプ",380
"ナイスカット",236
"ナイフエッジ",311
"ナットセット",226
"ナットツール",261
"ネックノギス",301
"ハイケーター",314
"ハイデックス",244
"ハイトゲージ",205
"ハイトマスタ",209
"ハサミゲージ",209
"ハンドシャー",136
"ハンドタップ",228
"ハンドドリル",234
"ハンドバイス",298
"ハンドプレス",277
"ハンドミラー",395
"ハンドリフト",293
"ハンドリーマ",237
"バイスメイト",298
"バックゲイジ",151
"バックフォー",297
"パイプタップ",235
"パイプマシン",61
"パイプレンチ",257
"パネルワゴン",256
"パワーバイス",298
"パワープレス",44
"パワーリフト",293
"パンチオール",42
"パンチセット",49
"パージメータ",261
"ピックテスト",304
"ピッチゲージ",209
"ピッチノギス",301
"ピトーゲージ",209
"ピンカッター",128
"ファイスミル",261
"フェイスミル",224
"フェースミル",261
"フットプレス",127
"フリーバイス",298
"フートシャー",128
"フートプレス",278
"プラグゲージ",314
"プラノミラー",101
"プリセッター",249
"プルスタッド",226
"プルテスター",210
"プレントロリ",297
"プロトラクダ",314
"プロファイル",78
"ベンチプレス",50
"ベンチレース",51
"ベーンポンプ",380
"ペンチレース",51
"ペンレーザー",151
"ホットプレス",45
"ホールテスト",209
"ボアマスター",314
"ボアマチック",312
"ボルトマシン",127
"ポジショナー",127
"ポブカッター",237
"ポリッシャー",375
"マイクロデポ",179
"マイブラスト",113
"マインバイス",298
"マグネタッチ",314
"マグペッカー",165
"マグミキサー",417
"マシンバイス",232
"マシンリーマ",237
"マスブロック",261
"マニプレータ",261
"マルチドリル",234
"マルチバイス",298
"マンドレール",267
"ミクロバイス",298
"ミグクレーン",286
"ミストピュア",253
"ミストレーサ",253
"ミニシャベル",297
"ミニブロック",315
"ミニベベラー",133
"ミニベンダー",150
"ミニホイスト",290
"ミニメトロン",314
"ミニレベラー",264
"ミラーマシン",109
"メカベンダー",145
"メガチャック",225
"メスユニオン",261
"ユニクランプ",261
"ユニデックス",244
"ユニマイクロ",302
"ライトカッタ",160
"ラインポンプ",261
"ラジアスミル",227
"ラジアルマス",300
"ラドフォーマ",261
"ラドホーマー",261
"ラピデックス",244
"リべティング",127
"リニアガイド",297
"リニアゲージ",304
"リニアハイト",314
"リニヤハイト",305
"リンクプレス",50
"リングゲージ",209
"リークソナー",209
"リードバイス",298
"レゴコレット",261
"レシプロソー",395
"レジンベルト",257
"レターラック",256
"レバーシャー",136
"レバーヘッド",314
"ロックタイト",298
"ロックライン",261
"ロングドリル",234
"ロータリアン",49
"ワイドプレス",50
"ワイヤボンダ",127
"ワイヤーソー",126
"ワークヘッド",261
"フェイスミル カッタ",224
"ホールテスト デジタル",312
"ハイトゲージ トースカン",305
"デジマチック デプスゲージ",314
"インペリアル チューブ　ツールキット",261
"ハイス　ブロ-チ",237
"ジャコブステ-パ-ホルダ-",224
"ロータリース-パ-インデックス",241
"チルチングテ-ブル",241
"ボーリングア-バー",229
"コンパレータ-スタンド",304
"アンコイラー(オートリール)",267
"アンコイラー(レベラーナシ)",49
"ドリルマシン(オートボーラー)",161
"フェイスミル(ショルダーミル)",223
"セットリング(マスターリングゲージ)",308
"セットリング(マスターリングゲージ)ス",407
"なんでもバイス",298
"らくらくハンド",297
"アクチュエータ",361
"アタッチメント",261
"アトラマスター",165
"アナログゲージ",209
"アナログノギス",301
"アルミパレット",402
"アングルカット",144
"アングルゲージ",314
"アングルコンポ",186
"アングルドリル",257
"アングルバイス",298
"アングルヘッド",223
"アーバープレス",50
"アームクランプ",261
"インシュロック",378
"インジケーター",314
"インデチャック",238
"イージープレス",50
"エアスピンドル",230
"エアドライヤー",216
"エアバランサー",290
"エアフィーダー",266
"エアリューター",261
"エアーサンダー",151
"エアーチャック",238
"エアードライヤ",217
"エアーハンマー",269
"エアーブラスト",113
"エアープラズマ",179
"エアーマスター",232
"エキセンプレス",277
"エッジセンサー",226
"エルボユニオン",261
"エンジンポンプ",380
"オイルクーラー",197
"オイルスキマー",261
"オイルストーン",257
"オイルヒーター",367
"オイルマチック",197
"オシロスコープ",209
"オートタッパー",224
"オーバーアーム",232
"カイザーヘッド",237
"カッターセット",236
"カップホイール",261
"カーボンノギス",301
"ガウスメーター",209
"キセノンランプ",209
"キャリパゲージ",314
"ギアシェーパー",115
"ギアホーニング",43
"ギヤードトロリ",297
"ギヤードモータ",322
"クイックドライ",385
"クイックバイス",298
"クイックホルダ",232
"クランクプレス",50
"クランツブロア",372
"クランプキット",252
"クランプセット",252
"クランプツール",261
"クランプバイス",298
"クランプメータ",314
"クリーンベンチ",113
"クレーンサドル",127
"クロステーブル",242
"グラインドール",261
"グローバルソー",127
"ケトバシプレス",278
"ゲージスタンド",261
"ゲージブロック",303
"ゲートカッター",366
"コイルリフター",313
"コレットセット",237
"コレットナット",226
"コレットホルダ",42
"コレットボード",256
"コンターマシン",1
"コンテナラック",256
"コントレーサー",209
"コントレーター",239
"コントローラー",261
"コンプレッサー",191
"コーナーシャー",134
"コーナードリル",257
"ゴールドドリル",234
"サイドカッター",236
"サイドテーブル",245
"サインチャック",239
"サインテーブル",243
"サインプレート",239
"サポートベース",209
"サンドブラスト",108
"サークルシャー",136
"サーボタッパー",228
"サーボドライブ",261
"サーボブレーキ",190
"サーボベンダー",190
"サーボモーター",409
"シクネスゲージ",209
"シグナルゲージ",314
"シャープカット",149
"ショウマウント",261
"ショトブラスト",85
"ショルダーミル",236
"シーズヒーター",367
"ジェットタガネ",257
"ジャンボワゴン",256
"ジョイクレーン",288
"ジョースタンド",313
"スイベルベース",298
"スイベルミラー",314
"スウィングミル",236
"スカラロボット",361
"スクエアゲージ",209
"スコヤマスター",209
"スタッドボルト",237
"スチールタンク",405
"スチールバンド",257
"スピードローラ",297
"スプラインミル",43
"スプリコレット",408
"スプリングピン",261
"スペースアーム",186
"スペースドライ",370
"スライドバイス",298
"スライドラック",256
"スリムコレット",408
"スリムチャック",223
"スーパーツール",297
"スーパードライ",412
"スーパードリル",234
"スーパーバイス",298
"スーパーロール",232
"スーパーワゴン",256
"セットブロック",303
"セルフィーダー",95
"セルフセンター",14
"センタードリル",234
"センターボール",237
"センターリーマ",237
"セーパーバイス",298
"ソリッドバイス",298
"ソリツドバイス",298
"タッチセンサー",223
"タッチデックス",244
"タッチプローブ",209
"タッチポイント",224
"タッパチャック",224
"タッパーセット",235
"タッパーホルダ",228
"タッピングギア",95
"タップ　ドリル",399
"タップアダプタ",226
"タップコレット",226
"タップチャック",226
"タップハンドル",257
"タップホルダー",223
"タップユニット",232
"タレットパンチ",141
"タワークレーン",288
"ターンテーブル",49
"ダイクッション",49
"ダイシングソー",126
"ダイスハンドル",237
"ダイスホルダー",233
"ダイスポプレス",189
"ダイヤルゲージ",261
"ダイヤルデプス",314
"ダイヤルノギス",301
"チェックマスタ",314
"チェンスリング",297
"チェンブロック",261
"チタンヒーター",367
"チップコンベア",248
"チップバケット",248
"チップホルダー",226
"チャックメイト",238
"チラーユニット",140
"チルトトラック",261
"ツイストドリル",234
"ツールクランパ",252
"ツールクランプ",222
"ツールジャッキ",400
"ツールスタンド",256
"ツールセッター",249
"ツールデックス",244
"ツールホルダー",226
"ツールポイント",226
"ツールマスター",226
"テクノスコープ",314
"テーパコレット",261
"テーパスリーブ",261
"テーパーゲージ",310
"テーパードリル",234
"テーブルバイス",298
"テープリーダー",261
"テールストック",245
"ディンプルバー",237
"デジタルはかり",209
"デジタルゲージ",305
"デジタルノギス",301
"デプスマイクロ",302
"データーバンク",198
"トクウストイシ",250
"トップベンダー",150
"トリマーアーム",410
"トルクドライバ",261
"トルクメーター",314
"トーチスタンド",179
"ドリルアーバー",228
"ドリルスタンド",234
"ドリルスリーブ",234
"ドリルソケット",228
"ドリルタセンタ",12
"ドリルタッパー",226
"ドリルチャック",222
"ドリルユニット",95
"ドレスユニット",250
"ナットランナー",50
"ニューモーター",322
"ハイスピンドル",223
"ハイトブロック",315
"ハイトマスター",205
"ハンディマグナ",261
"ハンドクレーン",288
"ハンドニブラー",151
"ハンドパレット",293
"ハンドベベラー",124
"ハンドリフター",293
"ハンドリーマー",257
"ハンマードリル",234
"ハンマーパンチ",143
"ハンマープレス",274
"ハードネスター",314
"ハーフユニオン",261
"バイスハンドル",298
"バイスプレート",298
"バイスホルダー",237
"バイトホルダー",226
"バイブロシャー",130
"バランスアーム",288
"バランスマスタ",261
"バランスリフト",293
"バンドホルダー",261
"バーフィーダー",246
"パイプカッター",186
"パイプネジキリ",127
"パイプヒーター",261
"パイプベンダー",150
"パネルハンガー",256
"パラレルバイス",298
"パルスハンドル",261
"パワーウエッジ",297
"パワーグリップ",261
"パワーサプライ",43
"パワージャッキ",400
"パワーチェック",209
"パワーチャック",238
"パワーマスター",1
"パワーユニット",43
"パワーリフター",293
"パンチデックス",49
"パンチホルダー",49
"パーツカッター",257
"パーツフィーダ",296
"ヒートサイクル",213
"ヒートブロアー",372
"ビレットシャー",159
"ビーバーカット",261
"ビームワーカー",166
"ピストンバイス",298
"ピックテスター",304
"ファインカット",127
"ファインバイス",298
"フォークリフト",289
"フォースゲージ",210
"フットスイッチ",261
"フライスアーバ",232
"フライスカバー",232
"フリーテーブル",256
"フリーブロック",315
"フリーベンダー",180
"フリーモンキー",257
"フレクランパー",298
"フロントゲージ",135
"フロントナット",226
"フートスイッチ",257
"ブラストマシン",113
"ブラックライト",261
"ブルーヒーター",367
"ブレーキプレス",50
"ブレードノギス",301
"ブロアボックス",372
"ブロックゲージ",261
"ブローチツール",237
"ブローチマシン",391
"ブローチリーマ",237
"プラグヒーター",197
"プラスカイザー",226
"プラニメーター",314
"プレスブレーキ",146
"プレハブハウス",382
"プレートシャー",136
"プレーンゲージ",309
"プロコンポンプ",380
"プロトラクター",209
"ベビーウインチ",292
"ベビークレーン",288
"ベビーチャック",223
"ベルトコンベア",248
"ベルトサンダー",32
"ベルトスキマー",261
"ベローズポンプ",380
"ベースブロック",149
"ベースマスター",226
"ベーターマシン",110
"ベーダーマシン",85
"ペレットタンク",405
"ホイールセット",261
"ホイールヘッド",261
"ホットジェット",179
"ホットマーカー",337
"ホルキーマシン",127
"ホルダーベース",42
"ホールテスター",312
"ボアチェッカー",314
"ボルトマシーン",158
"ボーリングバー",223
"ボールデックス",244
"ポジッショナー",245
"ポジティブミル",261
"ポリゴンカット",60
"ポリゴンマシン",60
"マイクロカット",157
"マイクロゲージ",205
"マイクロソナー",314
"マイクロタッチ",209
"マイクロヘッド",302
"マイクロメータ",205
"マイスカッター",237
"マイチェンソー",257
"マイトスケーラ",176
"マインカッター",168
"マクロブロック",42
"マクロマスター",261
"マグネスケール",209
"マジックカット",257
"マジックドリル",234
"マジックバイス",298
"マルチクレーン",286
"マルチタレント",257
"マルチプレート",261
"マルチワーカー",168
"ミクロテスター",209
"ミストコレクタ",253
"ミストレーサー",253
"ミューメトロン",314
"ミラクルロック",315
"ミラーマシーン",113
"メントリドリル",234
"モーターポンプ",380
"モールステーパ",261
"モールドバイス",298
"モールドプレス",50
"ヤンキーバイス",298
"ユニットプレス",50
"ライザブロック",315
"ライダーゲージ",314
"ライトカッター",136
"ライトボーラー",186
"ラクラクハンド",297
"ラジアスゲージ",314
"ラッコリフター",313
"ラドフォーマー",261
"ラバーコレット",408
"ランニングソー",410
"リザーブタンク",405
"リニアクランプ",298
"リニアスケール",205
"リニアブッシュ",261
"リニヤスケール",314
"リフトテーブル",293
"リフトトラック",293
"リフトローラー",186
"リベッティング",50
"リベットマシン",221
"リミットバイス",298
"リリーフバルブ",384
"リーチフォーク",289
"リードカッター",261
"リールスタンド",44
"レバーチャック",240
"レベルブロック",261
"レーザーレベル",209
"レースセンター",260
"ロングシャンク",237
"ロングホルダー",226
"ローラコンベヤ",261
"ローラーゲージ",209
"ローラーポンプ",380
"ロールキャリパ",209
"ロールコンベア",296
"ロールベンダー",150
"ワイヤーカット",39
"ワークグリッパ",240
"ワークサポータ",240
"ンパクトレンチ",395
"ティルティング ヘッド マクロ",42
"モンキーレンチ パイプレンチ",257
"アルプスツール コレットホルダ",261
"ドリルタッパー コレットセット",226
"アングルベンダ-",150
"ミストコレクタ-",253
"ハイブリットテ-ブルソ-",410
"コンプレッサー(レシプロ)",191
"フォークリフト(エンジン)",289
"フォークリフト(バッテリー)",289
"コーナーシャー(コーナーカット)",134
"スリムチャック(ストレートシャンク)",223
"リニアスケール&カウンタ",261
"ねじリングゲージ",301
"アイアンワーカー",143
"アキューセンター",226
"アキュータッパー",226
"アトラミニエース",165
"アマノクリーナー",375
"アングルカッター",160
"アングルジェット",223
"アングルブロック",315
"アングルプレート",244
"アングルベンダー",151
"アングルマスター",186
"イスカル　カッタ",261
"イメージメジャー",209
"インサイドノギス",301
"インサートドリル",234
"インターフェース",198
"インバータチラー",140
"インパクトレンチ",257
"ウェットブラスト",113
"ウェルダーバイス",298
"ウォーキーリフト",293
"エアースピンドル",230
"エアードライヤー",216
"エアーバランサー",297
"エアーフィーダー",49
"エアーリューター",257
"エクステンション",261
"エヤークリーナー",261
"エレクトロパンチ",95
"エレクトロプレス",261
"エンジンウインチ",292
"エンジンカッター",160
"エンジンクレーン",286
"エンドミルアーバ",236
"エンドミルセット",397
"オイルクリーナー",217
"オイルクーラント",413
"オイルジェッター",253
"オイルマティック",197
"オフセットノギス",301
"カウントマイクロ",302
"カッターアーバー",224
"カットオフマシン",136
"カーバイドツール",237
"カーリングマシン",127
"ガセットボーラー",161
"ガンドリルマシン",91
"ガーターラジアル",88
"キャリパチェッカ",314
"キャリパーゲージ",314
"キーシートカッタ",237
"キーレスチャック",224
"ギアーシェーバー",115
"ギアードモーター",318
"ギヤードモーター",318
"クイックチャック",227
"クイックブロック",315
"クイックホルダー",223
"クランプチャック",252
"クランプブロック",315
"クランプホルダー",252
"クリッカープレス",50
"クリーンカッター",128
"クレーンガーター",286
"クレーンスケール",209
"クーラントタンク",261
"クーラントバルブ",261
"クーラントパイプ",225
"クーラントポンプ",257
"クーリングタワー",140
"グリットプレート",226
"グルーブマイクロ",302
"グループマイクロ",302
"ケーブルハンガー",297
"コイルクレードル",267
"コレットチャック",223
"コレットホルダー",222
"コレツトチャック",223
"コンバットドリル",234
"コンパクトハウス",261
"コンパクトプレス",50
"コンプルデックス",244
"コーナーカッター",134
"コーナーサンダー",410
"サイドスピンドル",230
"サインドレッサー",261
"サウンドスコープ",314
"サンドブラスター",113
"サンラインベルト",297
"シェーバーバイス",298
"シックネスゲージ",314
"シックネステープ",261
"シャベルローダー",297
"シャープカッター",136
"ショットブラスト",85
"シリンダーゲージ",209
"シルバーウインチ",292
"シンクロタッパー",94
"シンプルセッター",314
"シートストッカー",382
"シーリングマシン",261
"ジェットヒーター",367
"ジェットブローチ",228
"ジググラインダー",76
"ジャンク　チップ",237
"スイベルテーブル",78
"スイベルブロック",240
"スクラップリール",262
"スクロールチャク",238
"スコッチブライト",261
"スタイラスセット",314
"スチールカッター",136
"スチールパラレル",261
"ステップクランプ",252
"ステップブロック",252
"ステンションキー",401
"ステンレスタンク",261
"ステンレスノギス",301
"ストレートアーバ",232
"ストレートエッジ",299
"ストレートエッヂ",314
"ストレートドリル",228
"ストロングバイス",298
"スナップメーター",302
"スパイラルタップ",237
"スピニングマシン",43
"スピンドライヤー",216
"スプリュータップ",237
"スプリングマシン",387
"スペース・アーム",179
"スポットエアコン",367
"スポットクーラー",367
"スポットヒーター",367
"スライドクランプ",252
"スライドテーブル",245
"スライドロッカー",256
"スリッターライン",279
"スーパーカッター",136
"スーパーサンダー",404
"スーパーラッパー",113
"セミオートシャー",128
"センタープローブ",314
"センターワライス",261
"セントリーケータ",314
"ゼットホールソー",237
"ソリットクランプ",298
"ソリッドクランプ",298
"ソレノイドバルブ",261
"タイダクトホース",261
"タッパーチャック",222
"タッピングアトラ",165
"タッピングツール",235
"タッピングマシン",94
"ターニングセンタ",5
"ターニングロール",163
"ダイイングプレス",50
"ダイカストマシン",275
"ダイニングプレス",50
"ダイヤバンドソー",152
"ダイヤモンドソー",126
"ダイヤルキャリパ",314
"ダイヤルスタンド",314
"ダストコレクター",368
"チェインブロック",291
"チェックマスター",314
"チェーンブロック",261
"チェーンホイスト",290
"チップコンベアー",296
"チップドレッサー",179
"チャッキンリーマ",399
"チャックコレット",408
"チャックブロック",239
"チャンネルドリル",95
"ツインドレッサー",250
"ツーピースバイス",298
"ツーリングケース",256
"ツーリングセット",397
"ツーリングホルダ",224
"ツーリングメイト",224
"ツーリングラック",256
"ツーリングワゴン",222
"ツールクランパー",261
"ツールプリセッタ",209
"テンションゲージ",314
"テンションリール",49
"テーパエンドミル",237
"テーパーブローブ",234
"テーパーホルダー",223
"テーブルリフター",293
"テープパンチャー",198
"テ＾パーホルダー",223
"ディペンドバイス",298
"デジタルカウンタ",209
"デジタルスケール",200
"デジタルスタンド",314
"デジタルプリンタ",379
"デジタルマイクロ",302
"トラックジャッキ",400
"トルクドライバー",257
"トルクリミッター",314
"トレーサーヘッド",261
"ドライバードリル",257
"ドライブユニット",261
"ドリリングマシン",95
"ドレスフォーマー",124
"ドレッサーセット",250
"ナイロンスリング",297
"ナットフィーダー",127
"ニューゼロセンサ",226
"ニュートロレータ",261
"ネジプラグゲージ",309
"ネジリングゲージ",309
"ノンサイドノギス",301
"ハイス　ブローチ",237
"ハイスエンドミル",236
"ハイトプリセッタ",226
"ハイトプリセット",261
"ハイドロチャック",223
"ハンドグラインダ",257
"ハンドジブリフト",293
"ハンドマグネット",240
"ハンドリューター",237
"ハーンドチャック",261
"バキュームポンプ",380
"バキュームリフト",293
"バッテリーエース",261
"バニシングツール",232
"バフグラインダー",82
"バランスアーバー",250
"バンドソーマシン",152
"バーチカルバイス",298
"バーチカルヘッド",230
"パイプクリーナー",186
"パウダーブレーキ",261
"パラレルブロック",303
"パレットジャッキ",297
"パレットチェンジ",261
"パレットテーブル",245
"パレットトラック",293
"パワースピンドル",230
"パワーハックソー",237
"パンチフォーマー",261
"パンチングポンプ",380
"パーツフィーダー",247
"ビニールシーラー",378
"ピンゲージセット",306
"ピンマスタゲージ",314
"ファイン　カット",261
"ファインカッター",157
"ファナックボード",337
"フィードローラー",136
"フィーラーゲージ",314
"フェースカッター",226
"フォミングマシン",127
"フライスアーバー",223
"フライスカッター",224
"フライスチャック",238
"フライスユニット",70
"フランジモーター",322
