"name2","genre_id"
"1250mmメカベンダー",145
"1250mm定盤",299
"1250mm油圧シャーリング",129
"1250mm油圧ベンダー",146
"1255mmメカシャーリング",128
"1255mm油圧シャーリング",129
"125T門型プレス",45
"125T油圧プレス",46
"125mmスロッター",103
"1260mm定盤",299
"1270mmメカシャーリング",128
"1270mm定盤",299
"1270mm油圧シャーリング",129
"1270mm油圧ベンダー",146
"1280mmメカシャーリング",128
"1280mmメカシャーリング(タイにて在庫）",128
"12S2 刃径12mm 4本 未使用",236
"12Tパワープレス",44
"12Tフォークリフト",289
"12Tプレス",44
"12T油圧プレス",46
"12kvaトランス",327
"12mm自動送り卓上ボール盤",86
"12mm自動送り付卓上ボール盤",86
"12mm卓上ボール盤",86
"12m旋盤",52
"12吋4爪油圧チャック",238
"12吋インディペンデントチャック",238
"12吋中実パワーチャック",238
"13.5Tフォークリフト",289
"1300mmサーボベンダー",190
"1300mmメカシャーリング",128
"1300mmラジアルボール盤",88
"1300mm摺り合わせ定盤",299
"1300mm定盤",299
"1300mm油圧シャーリング",129
"1300mm油圧ベンダー",146
"1300ラジアルボール盤",88
"1310mm定盤",299
"1320mmメカシャーリング",128
"1320mm定盤",299
"1320mm油圧シャーリング",129
"132kw標準横型モーター",316
"1340mmメカシャーリング",128
"1350mmギャップシャー",128
"1350mm定盤",299
"1370mm定盤",299
"13M/M MG MT4",228
"13MMタッピングボール盤",94
"13kvaディーゼル発電機",324
"13mmタッピングボール盤",94
"13mm卓上タッピングボール盤",86
"13mm卓上ボール盤",86
"13mm直立ボール盤",87
"1400mmラジアルボール盤",88
"1400mm定盤",299
"1405mm定盤",299
"140mmバンドソー",152
"1450mmラジアルボール盤",88
"14Tフォークリフト",289
"15.0Tフォークリフト",289
"1500mm×700mm平面研削盤",71
"1500mmノギス",301
"1500mmメカシャーリング",128
"1500mmラジアルボール盤",88
"1500mm石定盤",299
"1500mm定盤",299
"1500mm油圧ベンダー",146
"1500ラジアルボール盤",88
"150Kウインチ",292
"150Kチェインブロック",291
"150M/M油圧バイス",298
"150TONパワープレス",44
"150Tダブルクランクプレス",44
"150Tプレス",44
"150Tプレス(タイにて在庫)",44
"150Tプレス（タイにて在庫）",44
"150T射出成形機",415
"150T門型プレス",45
"150T油圧プレス",46
"150kWエアーコンプレッサー",191
"150kvaトランス",327
"150mmスロッター",103
"150mmデジタルノギス",301
"150mmバイス",298
"150mmバンドソー",152
"150mm定盤",299
"150mm油圧ベンダー",146
"150バイス回転台",298
"1510mm定盤",299
"1530mm定盤",299
"15KWコンプレッサー",191
"15Kw エアーコンプレッサー",191
"15TONプレス",44
"15TON高速プレス",50
"15Tセットプレス",143
"15Tチェーンブロック",291
"15Tトランスファープレス",48
"15Tパワープレス",44
"15Tフォークリフト",289
"15Tプレス",44
"15Tホーニングプレス",271
"15Tホイスト",290
"15T高速プレス",44
"15T射出成形機",415
"15T天井走行クレーン",284
"15T門型プレス",45
"15T油圧プレス",46
"15T油圧式曲り矯正機",46
"15kWエアーコンプレッサー",191
"15kwコンプレッサー",191
"15kw標準横型モーター",316
"15mmタッピングボール盤",86
"15mm卓上ボール盤",86
"15m旋盤",52
"15インチスズ定盤",299
"15吋中実パワーチャック",238
"15尺旋盤",52
"1600mmサーボベンダー",190
"1600mm正面旋盤",54
"1600mm石定盤",299
"1600mm定盤",299
"1600mm油圧ベンダー",146
"160Aアーク溶接機(タイにて在庫）",172
"160TWクランクプレス",44
"160Tセットプレス",143
"160Tプレス",44
"160T鍛造プレス",47
"160T門型プレス",45
"160T冷間鍛造プレス",47
"1610mm定盤",299
"1650mm円筒研削盤",74
"1650mm定盤",299
"16mmインパクトレンチ",257
"16mmメカシャーリング",128
"16mm卓上ボール盤",86
"1700mmラジアルボール盤",88
"1700mm卓上ボール盤",86
"1700mm定盤",299
"1700mm油圧ベンダー",146
"1703017",94
"1708040",234
"1710mm定盤",299
"1760mm定盤",299
"1790mm定盤",299
"17Tプレス",44
"18.5kWエアーコンプレッサー",191
"18.5kw標準横型モーター",316
"1800mm定盤",299
"1800mm油圧ベンダー",146
"180mmサンダー",186
"180mmディスクグラインダー",395
"180mmバンドソー",152
"1810mm定盤",299
"1811004",1
"1815mm定盤",299
"1820mm定盤",299
"1825mm定盤",299
"1830mm定盤",299
"1850mm定盤",299
"185kWエアーコンプレッサー",191
"185mmバンドソー",152
"186497CO2/MAG溶接機",173
"1870mm定盤",299
"1880mm定盤",299
"18Tプレス",44
"18T油圧クリッカー裁断機",46
"18T油圧プレス",46
"18吋中実パワーチャック",238
"1920mm定盤",299
"19kWエアーコンプレッサー",191
"19mmタッピングボール盤",86
"19mm振動ドリル",234
"19mm卓上ボール盤",86
"19mm直立ボール盤",87
"1M SKH56 刃径1mm 10本 未使用",236
"1M SKH56 刃径1mm 5本 未使用",236
"1Tエアープレス",269
"1Tジブクレーン",286
"1Tチェーンブロック",291
"1Tチェインブロック",291
"1Tフォークリフト",289
"1Tプレス",44
"1Tホイスト",290
"1T天井走行クレーン",284
"1T電動チェーンブロック",291
"1T電動リフター",289
"1T油圧プレス",46
"1kWエアーコンプレッサー",191
"1mmピッチ外側マイクロメーター",302
"1mm定盤",299
"1mデプスノギス",301
"1mノギス",301
"1mハイトゲージ",305
"1ton油圧プレス",46
"1tトロリー 巾100",297
"1．5Tチェインブロック",291
"1トン動力エキセンプレス",50
"1吋立形アングルベンダー",182
"1級基準巻尺",314
"1山工具",257
"1軸NCエンドミル研削盤",31
"1軸NCキースロッター",104
"1軸オスカー",107
"1軸デジタルセット",209
"1段シャットオフバルブ",261
"1屯積自走台車",297
"1面イケール",127
"2,0Tホイスト",290
"2,2KWコンプレッサー",191
"2,5M旋盤",52
"2,5mメカシャーリング",128
"2,8Tホイスト",290
"2.02Tホイスト",290
"2.0Tジブクレーン",286
"2.0Tチェーンブロック",291
"2.0Tフォークリフト",289
"2.0Tホイスト",290
"2.0T天井走行クレーン",284
"2.0T門型クレーン",285
"2.0T油圧プレス",46
"2.0mシャーリング",128
"2.0m旋盤",52
"2.0m油圧プレスブレーキ",146
"2.25kWエアーコンプレッサー",191
"2.2KWコンプレッサー",191
"2.2Kw エアーコンプレッサー",191
"2.2kWエアーコンプレッサー",191
"2.2kWスクロールコンプレッサー",191
"2.2kWパッケージコンプレッサー",191
"2.2kwエアーコンプレッサー",191
"2.2kwギアードモーター",318
"2.2kwコンプレッサー",191
"2.2kw標準横型モーター",316
"2.2m旋盤",52
"2.35Tバッテリーフォークリフト",289
"2.35Tフォークリフト",289
"2.3Tフォークリフト",289
"2.3kvaガソリン発電機",323
"2.3m旋盤",52
"2.45Tフォークリフト",289
"2.4Tフォークリフト",289
"2.4kvaガソリン発電機",323
"2.4kvaディーゼル発電機",324
"2.5M油圧プレスブレーキ",146
"2.5Tチェーンブロック",291
"2.5Tフォークリフト",289
"2.5Tホイスト",290
"2.5kvaガソリン発電機",323
"2.5mm卓上ボール盤",86
"2.5mメカシャーリング",128
"2.5m旋盤",52
"2.5m油圧シャーリング",129
"2.5m油圧プレスブレーキ",146
"2.6kvaガソリン発電機",323
"2.85Tフォークリフト",289
"2.8Tチェーンブロック",291
"2.8Tチェーンホイスト",290
"2.8Tフォークリフト",289
"2.8Tホイスト",290
"2.8Tホイスト式橋形クレーン",290
"2.8T天井走行クレーン",284
"2.8m旋盤",52
"20.8kvaトランス",327
"2000Kgテーブルリフター",293
"2000T鍛造プレス",47
"2000mm 蜂の巣定盤",299
"2000mmサーボベンダー",190
"2000mmバンドソー",152
"2000mmメカシャーリング",128
"2000mmメカベンダー",145
"2000mm石定盤",299
"2000mm定盤",299
"2000mm油圧シャーリング",129
"2000mm油圧ベンダー",146
"2000mm油圧ベンダー(タイにて在庫）",146
"2000mラジアルボール盤",88
"200T ダイスポティングプレス",50
"200Tダイスポッティングプレス",50
"200Tダイスポプレス",46
"200Tトランスファープレス",48
"200Tフリクションプレス",270
"200Tプレス",44
"200Tプレス（タイにて在庫）",44
"200Tリンクプレス",44
"200T門型プレス",45
"200T門型プレス（タイにて在庫）",45
"200T油圧プレス",46
"200V電動リフター",293
"200mmダイヤルノギス",301
"200mmデジタルディプスノギス",301
"200mmバイス",298
"200mmバンドソー",152
"200mm定盤",299
"200mm油圧ベンダー",146
"200tプレス",44
"2015mmメカシャーリング",128
"2020mmメカシャーリング",128
"2040mmメカシャーリング",128
"2050mmメカシャーリング",128
"2050mm油圧シャーリング",129
"2060mmメカシャーリング",128
"2070mm定盤",299
"2085mm油圧ベンダー",146
"20TON高速プレス",50
"20TON油圧プレス",46
"20Tセットプレス",143
"20Tトランスファープレス",48
"20Tピンクラッチプレス",45
"20Tプレス",44
"20Tプレス（タイにて在庫）",44
"20Tホーニングプレス",271
"20Tホイスト",290
"20T高速プレス",44
"20T門型プレス",45
"20T油圧プレス",46
"20mm卓上ボール盤",86
"20mm油圧ベンダー",146
"20ton粉末成形プレス",50
"210",298
"2100mm定盤",299
"2100mm油圧ベンダー",146
"21吋中実パワーチャック",238
"22.5kWエアーコンプレッサー",191
"2200mmメカベンダー",145
"2200mm定盤",299
"220Tプレス",44
"220T鍛造プレス",47
"220T門型プレス",45
"220mmバンドソー",152
"2250mm定盤",299
"2290mm定盤",299
"22KWコンプレッサー",191
"22KWスクリューコンプレッサー",191
"22Kw エアーコンプレッサー",191
"22Tプレス",44
"22kWエアーコンプレッサー",191
"22kWエアーコンプレッサー【新品】",191
"22kWスクリューコンプレッサー",191
"22kwエアーコンプレッサー",191
"22kw標準横型モーター",316
"22mm卓上ボール盤",86
"2300mm定盤",299
"2300mm油圧ベンダー",146
"230T鍛造プレス",47
"230mmバンドソー",152
"2390mm定盤",299
"2395mm定盤",299
"23mm卓上ボール盤",86
"23mm直立ボール盤",87
"2400mmメカシャーリング",128
"2400mm定盤",299
"2400mm油圧シャーリング",129
"2400mm油圧ベンダー",146
"240mmバンドソー",152
"2410mm定盤",299
"2415mm定盤",299
"2420mm定盤",299
"2425mm定盤",299
"2430mm定盤",299
"2435mm定盤",299
"2445mm定盤",299
"2450mm定盤",299
"2475mm定盤",299
"2485mmメカシャーリング",128
"24吋中実パワーチャック",238
"25000mmメカシャーリング",128
"2500mmサーボベンダー",190
"2500mmメカシャーリング",128
"2500mmメカベンダー",145
"2500mmラジアルボール盤",88
"2500mm定盤",299
"2500mm油圧シャーリング",129
"2500mm油圧ベンダー",146
"2505mm油圧ベンダー",146
"250Aアーク溶接機",172
"250Kチェインブロック",291
"250TONパワープレス",44
"250Tセットプレス",143
"250Tトランスファープレス",48
"250Tプレス",44
"250Tプレス（タイにて在庫）",44
"250T鍛造プレス",47
"250T門型プレス",45
"250T油圧プレス",46
"250T冷間鍛造プレス",47
"250mmバンドソー",152
"250mmバンドソー（タイにて在庫）",152
"250mm定盤",299
"2515mmメカシャーリング",128
"2520mmメカシャーリング",128
"2525mmメカシャーリング",128
"2550mmサーボベンダー",190
"2550mmメカシャーリング",128
"2550mm油圧シャーリング",129
"2550mm油圧ベンダー",146
"25TONプレス",44
"25Tセットプレス",143
"25Tトランスファープレス",48
"25Tパワープレス",44
"25Tプレス",44
"25Tプレス（タイにて在庫）",44
"25Tホーニングプレス",271
"25T高速プレス",44
"25T門型プレス",45
"25T油圧プレス",46
"25kvaディーゼル発電機",324
"25kvaトランス",327
"25mm卓上ボール盤",86
"25mm直立ボール盤",87
"25mm油圧ベンダー",146
"2600mmメカシャーリング",128
"2600mmメカベンダー",145
"2600mm定盤",299
"2600mm油圧ベンダー",146
"260mmバンドソー",152
"2700mm定盤",299
"270mmスロッター",103
"270mmバンドソー",152
"2750mm定盤",299
"27kWエアーコンプレッサー",191
"2800mm定盤",299
"2800mm油圧ベンダー",146
"280T射出成形機",415
"288mmサーボベンダー",190
"2980mm定盤",299
"2985mm定盤",299
"29Tセットプレス",143
"29T油圧プレス",46
"2LOCK スリムチャック",223
"2LOCK メジャードリームホルダー",223
"2LOCKメジャードリームホルダー",223
"2Tエアープレス",269
"2Tジブクレーン",286
"2Tチェーンブロック",291
"2Tフォークリフト",289
"2Tホイスト",290
"2T天井走行クレーン",284
"2T電気チェーンブロック",291
"2T電動チェーンブロック",291
"2T門型クレーン",285
"2T油圧プレス",46
"2T油圧卓上プレス",46
"2kWエアーコンプレッサー",191
"2kvaガソリン発電機",323
"2kw標準横型モーター",316
"2mブレーキプレス",392
"2m旋盤",52
"2m汎用旋盤",61
"2tonフォークリフト",289
"2スピードカンナ",410
"2スピンドル4軸制御CNC旋盤",1
"2スピンドルNC旋盤",1
"2スピンドルNC立旋盤",2
"2ピースバイス",298
"2個連動型チェーンブロック",291
"2次元バイス",298
"2次元精密バイス",298
"2次元精密油圧バイス",298
"2軸NC歯車面取盤",119
"2軸NC旋盤",1
"2軸アタッチメント",228
"2軸オスカー",107
"2軸サーキュラテーブル",241
"2軸ロータリー研削盤",75
"2軸自動ナットタッパー",127
"2刃エンドミル",236
"2刃ショートエンドミル",236
"2刃スロッティングエンドミル",236
"2刃ソリッドエンドミル ロング刃",236
"2刃テーパーエンドミル",236
"2槽式超音波発振洗浄機",385
"2段圧延機",151
"2段棚",256
"2爪チャック",238
"2爪中空パワーチャック",238
"2点式タッチプローブ",261
"2頭横中グリ盤",96
"2頭立型マシニング",6
"2方締めチャック",238
"2枚刃/スクエア/エンドミル",236
"2枚刃/スクエア/エンドミル  [5本]",237
"2枚刃/スクエア/エンドミル(1山)",399
"2枚刃/スクエア/オイルホールドリル",234
"2枚刃/スクエア/ストレートシャンクドリル",237
"2枚刃/スクエア/ストレートロングドリル(1山）",399
"2枚刃/スクエア/テーパーシャンクドリル",237
"2枚刃/スクエア/テーパーシャンクドリル（1山）",399
"2枚刃/スクエア/ドリル",234
"TACドリル",234
"コンビネーションドリル",234
"2枚刃/ボール/エンドミル",236
"2枚刃エンドミル",236
"2枚刃コーティングドリル",234
"コーティングドリル",234
"2枚刃コーティングボールエンドミル",236
"2枚刃ショートエンドミル",236
"2枚刃スパイラルボールエンドミル",236
"2枚刃スパイラルボールエンドミル WS25B BES-2070 R3,5mm 3本 未使用",236
"2枚刃センチュリーコートボールエンドミル",236
"2枚刃テーパーエンドミル",236
"2枚刃テーパーボールエンドミル",236
"2枚刃ボールエンドミル",236
"2枚刃ロングエンドミル",236
"2枚刃超硬ボールエンドミル",236
"2面イケール",300
"2面イケール永電磁チャック",239
"2連バイス",298
"2連ボール盤",86
"2連高速ボール盤",95
"2連式油圧バイス",298
"2連油圧バイス",298
"3,7KWコンプレッサー",191
"3.0Tフォークリフト",289
"3.0T油圧プレス",46
"3.0m 旋盤",127
"3.0mハイブリッドプレスブレーキ",147
"3.0mメカシャーリング",128
"3.0m油圧プレスブレーキ",146
"3.2Tフォークリフト",289
"3.2Tホイスト",290
"3.2kvaガソリン発電機",323
"3.2mmメカシャーリング",128
"3.5Tフォークリフト",289
"3.5Tプレス",44
"3.5Tホイスト",290
"3.5kWエアーコンプレッサー",191
"3.5m旋盤",52
"3.6kWエアーコンプレッサー",191
"3.75kWエアーコンプレッサー",191
"3.7KWコンプレッサー",191
"3.7Kw エアーコンプレッサー",191
"3.7Kwエアーコンプレッサー",191
"3.7kWエアーコンプレッサー",191
"3.7kWエアーコンプレッサー(タイにて在庫)",191
"3.7kWスクリューコンプレッサー",191
"3.7kWスクロールコンプレッサー",191
"3.7kWレシプロコンプレッサー",191
"3.7kWロータリーコンプレッサー",191
"3.7kw レシプロコンプッレッサー",191
"3.7kwVSモーター",319
"3.7kwコンプレッサー",191
"3.7kw標準横型モーター",316
"3.8m旋盤",52
"30000mm油圧ベンダー",146
"3000mmサーボベンダー",190
"3000mmハチの巣定盤",299
"3000mmメカシャーリング",128
"3000mmメカベンダー",145
"3000mmラジアルボール盤",88
"3000mm石定盤",299
"3000mm定盤",299
"3000mm油圧シャーリング",129
"3000mm油圧ベンダー",146
"3000ラジアルボール盤",88
"300TONパワープレス",44
"300TONプレス",44
"300Tサーボプレス",189
"300Tプレス",44
"300T鍛造プレス",47
"300T門型プレス",45
"300T門型プレス（タイにて在庫）",45
"300T油圧プレス",46
"300mmコンターマシン",153
"300mmダイヤルハイトゲージ",305
"300mmノギス",301
"300mmハイトゲージ",305
"300mmバンドソー",152
"300mm石定盤",299
"300mm定盤",299
"300mm油圧ベンダー",146
"300tプレス",45
"3020mm定盤",299
"3025mm定盤",299
"3040mm定盤",299
"304mm定盤",299
"3050mmメカシャーリング",128
"3050mm油圧シャーリング",129
"305mm定盤",299
"3060mmサーボベンダー",190
"3060mmメカシャーリング",128
"3070mmメカシャーリング",128
"30KWコンプレッサー",191
"30T 高速プレス",50
"30TON高速プレス",50
"30TON油圧プレス",46
"30Tサーボプレス",189
"30Tセットプレス",143
"30Tフリクションプレス",270
"30Tブレーキ",151
"30Tプレス",44
"30Tホーニングプレス",271
"30Tホイスト",290
"30Tワイドプレス",44
"30T高速プレス",44
"30T門型プレス",45
"30T油圧セットプレス",46
"30T油圧プレス",46
"30kWエアーコンプレッサー",191
"30ton油圧プレス",46
"30tセットプレス",160
"30tパワープレス",50
"30t高速プレス",44
"3100mmメカシャーリング",128
"3100mmメカベンダー",145
"3100mm定盤",299
"3100mm油圧シャーリング",129
"3100mm油圧ベンダー",146
"310mm定盤",299
"310φチャック",238
"3140mm油圧ベンダー",146
"315mm定盤",299
"3200mm定盤",299
"320mmバンドソー",152
"3220mm油圧ベンダー",146
"32Tセットプレス",143
"32mm卓上ボール盤",86
"32mm直立ボール盤",87
"32tプレス",44
"32吋中実パワーチャック",238
"3300mm定盤",299
"3300mm油圧ベンダー",146
"330mmバンドソー",152
"330mm全自動バンドソー",152
"330mm卓上ボール盤",86
"337kWエアーコンプレッサー",191
"340mmバンドソー",152
"340mm卓上ボール盤",86
"3500mm定盤",299
"350ACO2全自動溶接機",173
"350Kgパワーリフター",293
"350Tプレス",44
"350T射出成形機",415
"350T門型プレス",45
"350T油圧プレス",46
"350mm×175mm成形研削盤",72
"350mmバンドソー",152
"350mm定盤",299
"355mm定盤",299
"35TONサーボプレス",189
"35TONパワープレス",44
"35TONブレーキプレス",392
"35TONプレス",44
"35Tセットプレス",143
"35Tパワープレス",44
"35Tプレス",44
"35Tプレス（タイにて在庫）",44
"35T門型プレス",45
"35T油圧プレス",46
"35T油圧プレス(タイにて在庫）",46
"35mm油圧ベンダー",146
"3600mm定盤",299
"360mmバンドソー",152
"360mm卓上ボール盤",86
"3650mm定盤",299
"36×50L×1式 44×50L×7式 計8式",234
"37.5kWエアーコンプレッサー",191
"37.5kvaトランス",327
"3700mm定盤",299
"3750mm定盤",299
"37KWコンプレッサー",191
"37kWエアーコンプレッサー",191
"37kwコンプレッサー",191
"37kw標準横型モーター",316
"3870mm定盤",299
